"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
1429, 1.134960949420930e-01, -4.033208265900610e-02, 4.424857732448135e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.006214945952550e+05, 1.000000000000000e-10, 2.820037815267826e+08, 4.024859783810199e+04, 3.168704850545066e+02, 0.000000000000000e+00, 1.193509644832294e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.924674323655428e-05, 3.506256279603567e-03, -5.343586894369515e-04, -4.307756432233986e+02, 2.753835934433112e+00, 1.569068042882308e-19
1455, 1.051684617996220e-01, -3.901563584804530e-02, 4.460134624478775e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.014398070254104e+05, 1.000000000000000e-10, 2.801773159684961e+08, 4.057592281016413e+04, 3.169208290538315e+02, 0.000000000000000e+00, 1.418860378179969e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.924906220841210e-05, 3.495090350689853e-03, -5.649221198144233e-04, -4.285012172874548e+02, 2.760190870788725e+00, 1.591887704525548e-19
1481, 9.719923138618471e-02, -3.769797086715700e-02, 4.493883212896763e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.022247863361894e+05, 1.000000000000000e-10, 2.784314962231946e+08, 4.088991453447573e+04, 3.169748217914475e+02, 0.000000000000000e+00, 1.635031680030060e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.925154904802114e-05, 3.484334803107421e-03, -5.947209628823086e-04, -4.281514881795237e+02, 2.766415928409669e+00, 1.613990191083127e-19
1507, 8.964005112648010e-02, -3.636518120765690e-02, 4.533295522350988e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.031383830639079e+05, 1.000000000000000e-10, 2.764912976376793e+08, 4.125535322556314e+04, 3.170272721470389e+02, 0.000000000000000e+00, 1.886622252271908e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.925396464689191e-05, 3.475524262527565e-03, -6.315741759652275e-04, -4.278312475333922e+02, 2.775039256970094e+00, 1.639570426567103e-19
1533, 8.247101306915280e-02, -3.502155095338820e-02, 4.573939688412296e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.040826278461695e+05, 1.000000000000000e-10, 2.747724326926180e+08, 4.163305113846776e+04, 3.170867914961166e+02, 0.000000000000000e+00, 2.146652830204054e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.925670556866408e-05, 3.455344339788570e-03, -6.642779259197557e-04, -4.235380234535796e+02, 2.778076043914813e+00, 1.664618943139885e-19
1559, 7.564741373062130e-02, -3.367514535784720e-02, 4.618070213509858e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.051075057592495e+05, 1.000000000000000e-10, 2.727596869953296e+08, 4.204300230369978e+04, 3.171491378921165e+02, 0.000000000000000e+00, 2.428888539687993e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.925957640584750e-05, 3.425144045818153e-03, -6.951631358176275e-04, -4.157161461849390e+02, 2.778750516863137e+00, 1.693081850787516e-19
1585, 6.917616724967959e-02, -3.232324495911600e-02, 4.660581855689425e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.060965235027589e+05, 1.000000000000000e-10, 2.710770685519011e+08, 4.243860940110353e+04, 3.172132722996079e+02, 0.000000000000000e+00, 2.701248906683012e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.926252928368794e-05, 3.392231411100725e-03, -7.227540312895961e-04, -4.075192089420408e+02, 2.776553469340874e+00, 1.719273689920761e-19
1611, 6.298619508743290e-02, -3.097752667963500e-02, 4.697311002001344e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.069512658149524e+05, 1.000000000000000e-10, 2.696952918119411e+08, 4.278050632598095e+04, 3.172684964849198e+02, 0.000000000000000e+00, 2.936631872623700e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.926507168036971e-05, 3.376686042262962e-03, -7.545558500141420e-04, -4.058623904604662e+02, 2.780104049041887e+00, 1.741701232496928e-19
1637, 5.711802840232850e-02, -2.962872758507730e-02, 4.739551946154996e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.079323534114545e+05, 1.000000000000000e-10, 2.683119523453125e+08, 4.317294136458176e+04, 3.173252974482505e+02, 0.000000000000000e+00, 3.206808398364690e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.926768644008529e-05, 3.366669567855824e-03, -8.021037396092523e-04, -4.088834377979020e+02, 2.787446145891346e+00, 1.766424303394294e-19
1663, 5.161416530609130e-02, -2.826815843582150e-02, 4.786726559719011e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.090289661066608e+05, 1.000000000000000e-10, 2.667167379174851e+08, 4.361158644266427e+04, 3.173902717593410e+02, 0.000000000000000e+00, 3.508798770203704e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.927067716564448e-05, 3.345307795877685e-03, -8.525609043262116e-04, -4.085140291656307e+02, 2.792062121310197e+00, 1.794676459563259e-19
1689, 4.642483592033390e-02, -2.690353803336620e-02, 4.839751635561159e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.102623547121650e+05, 1.000000000000000e-10, 2.650152364409778e+08, 4.410494188486596e+04, 3.174640293892463e+02, 0.000000000000000e+00, 3.848455136782749e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.927407181480142e-05, 3.308435518566383e-03, -9.014440358330914e-04, -4.022199563582435e+02, 2.791372232139976e+00, 1.826207413999144e-19
1715, 4.156750440597530e-02, -2.553076110780240e-02, 4.898591217203211e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.116317439573861e+05, 1.000000000000000e-10, 2.631590734585421e+08, 4.465269758295440e+04, 3.175461463624986e+02, 0.000000000000000e+00, 4.225564000435725e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.927785073873211e-05, 3.253227786409964e-03, -9.459675566854309e-04, -3.887786617771868e+02, 2.784155295895722e+00, 1.861447405823477e-19
1741, 3.698146343231200e-02, -2.415761165320870e-02, 4.954950830929771e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.129485810162476e+05, 1.000000000000000e-10, 2.617166450011523e+08, 4.517943240649901e+04, 3.176374980955165e+02, 0.000000000000000e+00, 4.588200795354635e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.928205406730644e-05, 3.188798858152741e-03, -9.832384020313086e-04, -3.746353381690849e+02, 2.770466969859304e+00, 1.893241326080875e-19
1767, 3.265759348869320e-02, -2.278346754610540e-02, 5.010086391323452e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.142421607814376e+05, 1.000000000000000e-10, 2.604020365281388e+08, 4.569686431257503e+04, 3.177397362651856e+02, 0.000000000000000e+00, 4.944432887141319e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.928675759989421e-05, 3.118423819497690e-03, -1.026231476479062e-03, -3.664103762968128e+02, 2.754593770017211e+00, 1.923972522892386e-19
1793, 2.861636877059940e-02, -2.140477113425730e-02, 5.076077533203358e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.157863427193305e+05, 1.000000000000000e-10, 2.588432917153751e+08, 4.631453708773218e+04, 3.178479582157487e+02, 0.000000000000000e+00, 5.369676986220112e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.929173560460053e-05, 3.036428585340303e-03, -1.083845114936956e-03, -3.563441661462874e+02, 2.737691044739908e+00, 1.961053367436908e-19
1819, 2.490270137786870e-02, -2.001537941396240e-02, 5.152396228240761e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.175719574967091e+05, 1.000000000000000e-10, 2.570383284254817e+08, 4.702878299868362e+04, 3.179690372928121e+02, 0.000000000000000e+00, 5.861407998398817e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.929730401905600e-05, 2.919465502910932e-03, -1.130975222494706e-03, -3.316104107010740e+02, 2.707000097658850e+00, 2.004515862463415e-19
1845, 2.143678069114690e-02, -1.862346194684510e-02, 5.225765643744167e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.192987418357987e+05, 1.000000000000000e-10, 2.555708392239740e+08, 4.771949673431945e+04, 3.181092302621700e+02, 0.000000000000000e+00, 6.336938007240593e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.930375016909241e-05, 2.771129724182561e-03, -1.152787579341931e-03, -2.988498620877058e+02, 2.657687357232385e+00, 2.044734058864985e-19
1871, 1.820489764213560e-02, -1.722909882664680e-02, 5.303173893722618e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.211251368472089e+05, 1.000000000000000e-10, 2.542576321732484e+08, 4.845005473888352e+04, 3.182649032165610e+02, 0.000000000000000e+00, 6.839899272445468e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.931090645052383e-05, 2.608320708528208e-03, -1.178562031822984e-03, -2.700007773086393e+02, 2.601682618081802e+00, 2.085740012329502e-19
1897, 1.524919271469120e-02, -1.582761853933330e-02, 5.386917768497262e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.231024949678412e+05, 1.000000000000000e-10, 2.528134326748134e+08, 4.924099798713643e+04, 3.184321034127715e+02, 0.000000000000000e+00, 7.384433470087880e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.931859070983504e-05, 2.441972826978992e-03, -1.216566178434323e-03, -2.492454557916754e+02, 2.546876855432214e+00, 2.130780186169749e-19
1923, 1.256430149078370e-02, -1.441901084035630e-02, 5.477948916250799e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.252518348838420e+05, 1.000000000000000e-10, 2.513735890269811e+08, 5.010073395353676e+04, 3.186078379044559e+02, 0.000000000000000e+00, 7.976328825010280e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.932666503982925e-05, 2.270279885532014e-03, -1.263270779021272e-03, -2.360210652287106e+02, 2.492033797096398e+00, 2.179199390026757e-19
1949, 1.017087697982790e-02, -1.300184894353150e-02, 5.582425671932538e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.277125835644994e+05, 1.000000000000000e-10, 2.494829392406036e+08, 5.108503342579974e+04, 3.187873487749184e+02, 0.000000000000000e+00, 8.653981393070618e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.933491060421424e-05, 2.063994224409209e-03, -1.303306988461602e-03, -2.166551729003942e+02, 2.424251689888815e+00, 2.237592193359962e-19
1975, 8.062899112701419e-03, -1.157660502940420e-02, 5.691818861266215e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.302895846243597e+05, 1.000000000000000e-10, 2.476977736449503e+08, 5.211583384974385e+04, 3.189693590256890e+02, 0.000000000000000e+00, 9.363648089160022e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.934326862725983e-05, 1.789999847654510e-03, -1.279533365813701e-03, -1.772211939689255e+02, 2.309526476186401e+00, 2.297883504704372e-19
2001, 6.177186965942380e-03, -1.014706678688530e-02, 5.789248478265416e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.325898406170664e+05, 1.000000000000000e-10, 2.466000696442984e+08, 5.303593624682652e+04, 3.191379088665763e+02, 0.000000000000000e+00, 9.997103424483987e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.935100643419107e-05, 1.467179247929957e-03, -1.167941938572286e-03, -1.223427702094540e+02, 2.136613750938939e+00, 2.347622222327740e-19
2027, 4.468053579330440e-03, -8.714943192899231e-03, 5.878690250212293e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.346986784917530e+05, 1.000000000000000e-10, 2.459739537087939e+08, 5.387947139670117e+04, 3.192810138776094e+02, 0.000000000000000e+00, 1.057784513640172e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.935757452826602e-05, 1.067205511570803e-03, -9.700958985744037e-04, -5.613672649176280e+01, 1.875978937254116e+00, 2.389961067713097e-19
2053, 3.018766641616820e-03, -7.276044692844150e-03, 5.965350418252499e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.367272220797761e+05, 1.000000000000000e-10, 2.454536781734631e+08, 5.469088883191040e+04, 3.193812134831600e+02, 0.000000000000000e+00, 1.113647502926786e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.936217252410062e-05, 5.538938195438425e-04, -6.257076339673849e-04, 1.720753378134574e+01, 1.429486396388096e+00, 2.430333753055021e-19
2079, 1.912891864776610e-03, -5.828497931361200e-03, 6.010601822275324e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.377765446698565e+05, 1.000000000000000e-10, 2.464903662032073e+08, 5.511061786794256e+04, 3.194093806861216e+02, 0.000000000000000e+00, 1.142544242910072e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.936346494225834e-05, 2.369643977918516e-05, -3.624631872116499e-05, 6.654859915048606e+01, 3.247435155877824e-01, 2.438471097141941e-19
2105, 1.121968030929570e-03, -4.374681971967220e-03, 5.987566899148229e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.372186604460434e+05, 1.000000000000000e-10, 2.499983495539289e+08, 5.488746417841734e+04, 3.193398619082770e+02, 0.000000000000000e+00, 1.127180964249438e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.936027505463961e-05, -3.903321955248683e-04, 8.269131465807873e-04, 4.070250237073100e+01, 1.481827290859713e+00, 2.395040783633590e-19
2131, 5.391836166381840e-04, -2.918316749855880e-03, 5.886795030693224e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.348295756812724e+05, 1.000000000000000e-10, 2.563009818809640e+08, 5.393183027250893e+04, 3.191512794361212e+02, 0.000000000000000e+00, 1.061389222131004e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.935162016530394e-05, -6.165449663734685e-04, 1.898577110899549e-03, -1.107709935845447e+02, 2.162424790573422e+00, 2.296827469480986e-19
2157, 1.753866672515870e-04, -1.459796912968160e-03, 5.702718415069017e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.304813837090832e+05, 1.000000000000000e-10, 2.657700502876028e+08, 5.219255348363324e+04, 3.188283726105596e+02, 0.000000000000000e+00, 9.416466624972367e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.933679465027515e-05, -5.833630965189657e-04, 3.157436990451995e-03, -4.482373423752878e+02, 2.693215510018268e+00, 2.145732893344264e-19
2183, 0.000000000000000e+00, 0.000000000000000e+00, 5.387275995607370e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.230743394058214e+05, 1.000000000000000e-10, 2.812730072498294e+08, 4.922973576232854e+04, 3.183381034506305e+02, 0.000000000000000e+00, 7.376679858734631e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.931427086451711e-05, -1.196943627411336e-04, 4.471956422171805e-03, -9.937347054395487e+02, 3.089819978700227e+00, 1.915318332471856e-19
2209, 1.051127910614010e-04, 1.165737863630060e-03, 4.992499795095698e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.138446206591084e+05, 1.000000000000000e-10, 3.023414501853850e+08, 4.553784826364333e+04, 3.177494410321952e+02, 0.000000000000000e+00, 4.834956414829862e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.928720403502148e-05, 7.926428349007274e-04, 5.352358575758789e-03, -1.436346689990367e+03, 3.278079639125638e+00, 1.651277947398112e-19
2235, 3.451704978942870e-04, 2.330780262127520e-03, 4.740217499497901e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.078407748450178e+05, 1.000000000000000e-10, 3.164004979055761e+08, 4.313630993800709e+04, 3.170115364548327e+02, 0.000000000000000e+00, 3.181589061171536e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.925323996101008e-05, 1.600838732844377e-03, 5.939941960998747e-03, -1.762205605639657e+03, 3.418336627209388e+00, 1.498169454508159e-19
2261, 7.326900959014890e-04, 3.494375152513380e-03, 4.409097275604407e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000128191949052e+05, 1.000000000000000e-10, 3.370911126019895e+08, 4.000512767796205e+04, 3.160794970192009e+02, 0.000000000000000e+00, 1.025889744675719e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921028439607942e-05, 2.594181152405933e-03, 6.473603270790994e-03, -2.196774626304681e+03, 3.527840997396386e+00, 1.307983332229190e-19
2287, 1.276999711990360e-03, 4.656096920371060e-03, 4.081367345015377e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.232336757272969e+04, 1.000000000000000e-10, 3.605255851373171e+08, 3.692934702909186e+04, 3.152073157505466e+02, 0.000000000000000e+00, -1.091667679900769e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.917003085176412e-05, 3.518771252310384e-03, 6.584245147736626e-03, -2.528833143524211e+03, 3.531386968160505e+00, 1.132059968940151e-19
2313, 1.973092555999760e-03, 5.815388169139620e-03, 3.771467501010445e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.513540101517034e+04, 1.000000000000000e-10, 3.863190444743935e+08, 3.405416040606811e+04, 3.145503356489966e+02, 0.000000000000000e+00, -3.071123784113962e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.913967311104696e-05, 4.240123902865811e-03, 6.207131069858948e-03, -2.632130828865168e+03, 3.425418988205963e+00, 9.762568657292452e-20
2339, 2.858132123947140e-03, 6.970721762627360e-03, 3.517730140802913e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.931346442032581e+04, 1.000000000000000e-10, 4.105510628815314e+08, 3.172538576813030e+04, 3.141772521950219e+02, 0.000000000000000e+00, -4.674396119721514e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.912241974186412e-05, 4.642232516079764e-03, 5.444988468007605e-03, -2.425452307903569e+03, 3.244384175076648e+00, 8.568310663573867e-20
2365, 3.939032554626460e-03, 8.121287450194361e-03, 3.388305546786781e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.631099279893408e+04, 1.000000000000000e-10, 4.223715916429217e+08, 3.052439711957361e+04, 3.138303011865058e+02, 0.000000000000000e+00, -5.501230904093235e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.910636580717202e-05, 4.873115738160148e-03, 4.810022587538384e-03, -2.102870915821319e+03, 3.131555749994859e+00, 8.022093955996091e-20
2391, 5.185037851333620e-03, 9.267500601708891e-03, 3.359105908310782e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.558080827296979e+04, 1.000000000000000e-10, 4.218608514802744e+08, 3.023232330918790e+04, 3.135293281624579e+02, 0.000000000000000e+00, -5.702312559878341e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.909243225280852e-05, 5.099429369570655e-03, 4.491835539257694e-03, -1.928772555008710e+03, 3.123073553048454e+00, 7.962590018061714e-20
2417, 6.539613008499150e-03, 1.041201036423440e-02, 3.316260851396513e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.463097423361680e+04, 1.000000000000000e-10, 4.234804873615950e+08, 2.985238969344670e+04, 3.135889590528303e+02, 0.000000000000000e+00, -5.963882333767936e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.909519339005365e-05, 5.220535009813575e-03, 4.267663572264897e-03, -2.024672780693534e+03, 3.104701682327374e+00, 7.830962979309403e-20
2443, 7.984459400177000e-03, 1.155596133321520e-02, 3.172351949183632e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.128721741352759e+04, 1.000000000000000e-10, 4.377698641899974e+08, 2.851488696541102e+04, 3.131270860990009e+02, 0.000000000000000e+00, -6.884701844477717e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.907380014905626e-05, 5.754649107095893e-03, 4.327596172452128e-03, -2.336972001818878e+03, 3.155827792011773e+00, 7.246618505699032e-20
2469, 9.577721357345579e-03, 1.269672065973280e-02, 2.976931418679241e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.674747543886704e+04, 1.000000000000000e-10, 4.611829987886100e+08, 2.669899017554680e+04, 3.124326059260374e+02, 0.000000000000000e+00, -8.134877383183327e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.904160361839853e-05, 6.281878623485516e-03, 4.257073787154239e-03, -2.577884148642857e+03, 3.157864637783578e+00, 6.454988085873242e-20
2495, 1.134461164474490e-02, 1.383305341005330e-02, 2.808239012179130e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.285018947709927e+04, 1.000000000000000e-10, 4.839819488368447e+08, 2.514007579083969e+04, 3.118622871755812e+02, 0.000000000000000e+00, -9.208130357457739e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.901513692626117e-05, 6.527753525725316e-03, 3.991882768667719e-03, -2.605117946468361e+03, 3.097294099793842e+00, 5.802361959971699e-20
2521, 1.328635215759280e-02, 1.496464014053340e-02, 2.674042962527549e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.976396008740996e+04, 1.000000000000000e-10, 5.036046351702338e+08, 2.390558403496397e+04, 3.114306291301593e+02, 0.000000000000000e+00, -1.005803075077523e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899508919825345e-05, 6.587401291261803e-03, 3.646913608542485e-03, -2.489589069609656e+03, 3.013995667064140e+00, 5.309805145745182e-20
2547, 1.542121171951290e-02, 1.608993858098980e-02, 2.574120936448076e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.747692042046574e+04, 1.000000000000000e-10, 5.189595042836974e+08, 2.299076816818628e+04, 3.111393073460827e+02, 0.000000000000000e+00, -1.068784651202824e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.898155145591729e-05, 6.516210045173830e-03, 3.279288126192464e-03, -2.281118588536755e+03, 2.924249937844227e+00, 4.960156827674527e-20
2573, 1.774638891220090e-02, 1.720915734767910e-02, 2.514199174929477e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.608872832245838e+04, 1.000000000000000e-10, 5.272768902970696e+08, 2.243549132898334e+04, 3.108610077946949e+02, 0.000000000000000e+00, -1.107013339389072e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.896861303404963e-05, 6.461023101554741e-03, 2.996567670031201e-03, -2.077593452636265e+03, 2.868147860468522e+00, 4.768270457213727e-20
2599, 2.023851871490480e-02, 1.832416467368600e-02, 2.474389115978596e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.516505642235259e+04, 1.000000000000000e-10, 5.319143422147479e+08, 2.206602256894103e+04, 3.106607644991283e+02, 0.000000000000000e+00, -1.132449851458425e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.895930000112780e-05, 6.404106456479859e-03, 2.759269998301494e-03, -1.923661420386676e+03, 2.826785078098147e+00, 4.651855764700493e-20
2625, 2.291005849838260e-02, 1.943397335708140e-02, 2.440509494469351e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.439924939912297e+04, 1.000000000000000e-10, 5.358598006555221e+08, 2.175969975964917e+04, 3.106009233198964e+02, 0.000000000000000e+00, -1.153539006153879e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.895651629966212e-05, 6.296107918572856e-03, 2.521995620569169e-03, -1.797772158376301e+03, 2.778237618115182e+00, 4.554380100259621e-20
2651, 2.576607465744020e-02, 2.053830586373810e-02, 2.418518360132895e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.390745580722728e+04, 1.000000000000000e-10, 5.374526649132711e+08, 2.156298232289090e+04, 3.105916554321952e+02, 0.000000000000000e+00, -1.167082249847286e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.895608515101491e-05, 6.185371048079538e-03, 2.316714967679691e-03, -1.686002767743598e+03, 2.738028311153983e+00, 4.499964862952474e-20
2677, 2.879580855369570e-02, 2.163846604526040e-02, 2.407714633613529e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.366911694057959e+04, 1.000000000000000e-10, 5.368541404151794e+08, 2.146764677623182e+04, 3.106059521521062e+02, 0.000000000000000e+00, -1.173645737875216e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.895675024182288e-05, 6.088879335830111e-03, 2.148424429638250e-03, -1.594709282748536e+03, 2.708907122935666e+00, 4.484857661388278e-20
2703, 3.199326992034910e-02, 2.273553423583510e-02, 2.400792874647521e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.353101753015211e+04, 1.000000000000000e-10, 5.358937463620152e+08, 2.141240701206083e+04, 3.106999202611398e+02, 0.000000000000000e+00, -1.177448784519492e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.896112131240387e-05, 5.957011099750682e-03, 1.983538315228748e-03, -1.507583938635303e+03, 2.673684752945573e+00, 4.479978884505879e-20
2729, 3.537228703498840e-02, 2.382827177643780e-02, 2.402581306223205e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.359375250671861e+04, 1.000000000000000e-10, 5.330567902447371e+08, 2.143750100268743e+04, 3.108324913679250e+02, 0.000000000000000e+00, -1.175721159170684e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.896728695545535e-05, 5.805377482135017e-03, 1.831769704114401e-03, -1.409008901038856e+03, 2.639634757840695e+00, 4.507176653337191e-20
2755, 3.891497850418090e-02, 2.491953969001770e-02, 2.417392095674786e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.394313130792285e+04, 1.000000000000000e-10, 5.276365763187969e+08, 2.157725252316913e+04, 3.109420029835164e+02, 0.000000000000000e+00, -1.166099801096903e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.897237916805835e-05, 5.693171962042555e-03, 1.724173374660000e-03, -1.331684536383122e+03, 2.622615466066072e+00, 4.581547286422731e-20
2781, 4.259017109870910e-02, 2.601420320570470e-02, 2.425517925933207e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.413768109960220e+04, 1.000000000000000e-10, 5.237706179468785e+08, 2.165507243984087e+04, 3.110179808021103e+02, 0.000000000000000e+00, -1.160742197251235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.897591156469040e-05, 5.628277241950351e-03, 1.631141393466469e-03, -1.289477930024961e+03, 2.612494907151400e+00, 4.630877881024201e-20
2807, 4.645630717277530e-02, 2.710510604083540e-02, 2.427956074979696e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.420056712128222e+04, 1.000000000000000e-10, 5.214208889259481e+08, 2.168022684851288e+04, 3.110665710347661e+02, 0.000000000000000e+00, -1.159010412350910e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.897817042226960e-05, 5.579100359097603e-03, 1.540391715309386e-03, -1.250964231656248e+03, 2.602203699264098e+00, 4.656422450208489e-20
2833, 5.049252510070800e-02, 2.819604612886910e-02, 2.435866246773093e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.438610907997441e+04, 1.000000000000000e-10, 5.180742618701772e+08, 2.175444363198975e+04, 3.111178210314290e+02, 0.000000000000000e+00, -1.153900870455022e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.898055273865037e-05, 5.516454428242027e-03, 1.461155907052733e-03, -1.207988372519253e+03, 2.592206090629207e+00, 4.701770184906751e-20
2859, 5.469727516174320e-02, 2.928791008889680e-02, 2.442595350371387e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.454981370144676e+04, 1.000000000000000e-10, 5.150923183692132e+08, 2.181992548057869e+04, 3.111946214996506e+02, 0.000000000000000e+00, -1.149392695442431e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.898412238760699e-05, 5.445060497322516e-03, 1.381557872940610e-03, -1.168400760123258e+03, 2.579228370963666e+00, 4.742053314636038e-20
